date,SA,IA,RA,SC,IC,RC
2024-01-20,3499945.514334424,9.052903980379623,45.43276159528638,1499893.3161249482,17.296702465593082,89.38717258711698
2024-01-21,3499945.426511464,8.274920514266483,46.29856802108489,1499893.1867757412,15.773708129569572,91.03951612994825
2024-01-22,3499945.3463337934,7.563701903914527,47.08996430241679,1499893.0687939345,14.384836366330084,92.54636969993355
2024-01-23,3499945.273136158,6.9135274385500445,47.81333640287667,1499892.9611804993,13.118274169847986,93.92054533175838
2024-01-24,3499945.2063111146,6.3191653395053535,48.474523545650186,1499892.8630241305,11.963248160448389,95.17372770976172
2024-01-25,3499945.145304035,5.775831287254402,49.07886467764334,1499892.773493592,10.909933652101497,96.31657275684115
2024-01-26,3499945.089608626,5.279151084952917,49.63124028909196,1499892.691830845,9.94937306657619,97.35879608915394
2024-01-27,3499945.038762621,4.825124784628403,50.13611259415796,1499892.6173444542,9.073397594348306,98.30925795231735
2024-01-28,3499944.99234398,4.410094928167708,50.597561091897425,1499892.549403771,8.274558188091595,99.17603804150603
2024-01-29,3499944.9499673243,4.030716757382396,51.019315918082576,1499892.487433494,7.546060967256015,99.96650553946225
2024-01-30,3499944.9112807983,3.683931865140907,51.404787336226875,1499892.430908873,6.881710354365098,100.68738077343605
2024-01-31,3499944.875963205,3.366944152144463,51.75709264277458,1499892.3793513495,6.27585734384225,101.34479130754144
2024-02-01,3499944.8437212897,3.0771969919190227,52.07908171830612,1499892.332324419,5.723350429066725,101.94432515301844
2024-02-02,3499944.8142873226,2.812352844071377,52.37335983350734,1499892.2894299508,5.219491975505985,102.49107807457864
2024-02-03,3499944.7874168516,2.5702743123384644,52.64230883579635,1499892.2503047786,4.7599977830412215,102.98969743918049
2024-02-04,3499944.7628866835,2.3490070420277167,52.8881062744731,1499892.214617629,4.340960705674565,103.44442166603578
2024-02-05,3499944.7404930675,2.1467643681425135,53.11274256425986,1499892.1820663768,3.9588181192014176,103.85911550482369
2024-02-06,3499944.720049985,1.9619127795417937,53.31803723507269,1499892.1523754473,3.6103211610406305,104.23730339233148
2024-02-07,3499944.701387609,1.7929588321239947,53.5056535587474,1499892.1252934881,3.2925071365801246,104.58219937594993
2024-02-08,3499944.6843508943,1.6385371676471594,53.67711193774042,1499892.1005912405,3.002674329120139,104.8967344310974
2024-02-09,3499944.668798269,1.497399330110882,53.83380240091418,1499892.0780595578,2.7383585387844387,105.18358190398841
2024-02-10,3499944.654600502,1.3684041213532632,53.9769953762437,1499892.0575077056,2.4973129540125765,105.44517934102343
2024-02-11,3499944.641639612,1.250508230894725,54.107852156942485,1499892.0387617084,2.2774886032392248,105.68374968901344
2024-02-12,3499944.6298078843,1.142757857176406,54.22743425810251,1499892.0216628786,2.077016941909442,105.9013201800494
2024-02-13,3499944.6190069895,1.0442811023859588,54.336711907939026,1499892.0060664844,1.894194095254956,106.09973942096826
2024-02-14,3499944.609147137,0.9542807376292507,54.43657212484034,1499891.9918404834,1.727465890475873,106.28069362681492
2024-02-15,3499944.6001463695,0.8720280858017043,54.52782554431328,1499891.9788644586,1.5754152734737825,106.4457202685915
2024-02-16,3499944.5919298623,0.7968570214421995,54.611213115424036,1499891.9670285743,1.436749964755431,106.59622146160214
2024-02-17,3499944.584429307,0.7281586068797862,54.68741208576559,1499891.9562326455,1.3102914666082228,106.73347588849052
2024-02-18,3499944.5775823435,0.665376228457601,54.75704142749779,1499891.9463852972,1.194965124886024,106.85864957862263
2024-02-19,3499944.5713320323,0.6080009803963254,54.820666986672684,1499891.9374031664,1.089790710920114,106.97280612341521
2024-02-20,3499944.565626399,0.5555677386472674,54.878805861512234,1499891.9292102281,0.9938744540564565,107.07691531852643
2024-02-21,3499944.5604179963,0.5076513409596679,54.931930662218164,1499891.9217371389,0.906401290465229,107.17186157146527
2024-02-22,3499944.5556635065,0.4638631497406536,54.98047334313863,1499891.9149206474,0.8266279130063665,107.2584514404697
2024-02-23,3499944.551323388,0.423847941586076,55.0248286701232,1499891.9087030638,0.7538765004677909,107.33742043658883
2024-02-24,3499944.5473615346,0.3872809657538221,55.065357499260436,1499891.903031758,0.6875287965748769,107.40943944641973
2024-02-25,3499944.54374499,0.3538654192288173,55.10238959047501,1499891.89785873,0.627021052516802,107.47512021832095
2024-02-26,3499944.5404436686,0.3233300215644965,55.13622630986017,1499891.8931402,0.5718391718850786,107.53502062907191
2024-02-27,3499944.537430104,0.2954268124903985,55.16714308336405,1499891.8888362336,0.521514314826333,107.58964945247715
2024-02-28,3499944.5346792242,0.26992916324096433,55.19539161198993,1499891.884910408,0.47561894073247685,107.63947065232786
2024-02-29,3499944.532168138,0.24662990391544926,55.22120195755668,1499891.8813294948,0.43376308786403406,107.68490741837512
2024-03-01,3499944.529875949,0.22533969709999324,55.24478435372262,1499891.8780631884,0.39559115635518793,107.72634565631672
2024-03-02,3499944.5277835815,0.20588550056912158,55.26633091771043,1499891.8750838474,0.36077887076604975,107.76413728302339
2024-03-03,3499944.5258736224,0.18810915669774847,55.28601722072381,1499891.8723662584,0.32903049995392664,107.7986032426559
2024-03-04,3499944.5241301754,0.17186612166449483,55.30400370249366,1499891.8698874253,0.3000763600325721,107.83003621571706
2024-03-05,3499944.522538728,0.15702427248529482,55.32043699906642,1499891.8676263688,0.2736704741557198,107.85870315799086
2024-03-06,3499944.521086032,0.14346286263763577,55.33545110495105,1499891.8655639547,0.24958853192535282,107.8848475144704
2024-03-07,3499944.5197599945,0.1310715456687296,55.34916845952731,1499891.8636827304,0.2276259844195659,107.90869128616544
2024-03-08,3499944.5185495764,0.11974947235490502,55.361700951495976,1499891.8619667774,0.2075962864871393,107.93043693715853
2024-03-09,3499944.517444699,0.10940447911732246,55.37315082165123,1499891.860401576,0.1893293214697051,107.95026910376606
2024-03-10,3499944.516436164,0.09995232700730171,55.38361150932469,1499891.85897388,0.17266992650527618,107.96835619458658
2024-03-11,3499944.515515571,0.09131603379261773,55.39316839512196,1499891.8576716084,0.1574766031372748,107.98485178952649
2024-03-12,3499944.5146752554,0.0834252526187476,55.40189949180727,1499891.8564837421,0.1436203197125688,107.99989593924545
2024-03-13,3499944.5139082195,0.07621569463797527,55.40987608623189,1499891.85540023,0.13098340063788638,108.01361637037175
2024-03-14,3499944.513208074,0.06962861116384597,55.41716331498642,1499891.8544119047,0.11945853315307485,108.02612956322703
2024-03-15,3499944.512568988,0.06361030834295178,55.42382070385854,1499891.8535104028,0.1089478379615485,108.03754176027164
2024-03-16,3499944.5119856377,0.05811171938849783,55.42990264321719,1499891.8526880962,0.09936205298602935,108.04794985182006
2024-03-17,3499944.511453164,0.053088009188785895,55.43545882737645,1499891.8519380274,0.09061978020880618,108.05744219331191
2024-03-18,3499944.51096713,0.04849820413131451,55.44053466590317,1499891.8512538502,0.08264678168946657,108.06609936922749
2024-03-19,3499944.510523487,0.04430484937264174,55.4451716635005,1499891.8506297742,0.0753753296066956,108.07399489717713
2024-03-20,3499944.5102804084,0.04031973871183999,55.44939985309153,1499891.8502880214,0.06852724295192539,108.08118473677713
2024-03-21,3499944.5100597856,0.03669262068880722,55.45324759400635,1499891.8499779676,0.06230088374460329,108.0877211500049
2024-03-22,3499944.509859112,0.03339167655581507,55.4567492114448,1499891.8496960648,0.05664023298266723,108.09366370337132
2024-03-23,3499944.509676574,0.03038758563298231,55.45993584036592,1499891.849439743,0.051493890053788356,108.09906636837216
2024-03-24,3499944.5095105395,0.027653691100380292,55.462835769611026,1499891.8492066897,0.046815181670965406,108.10397813005797
2024-03-25,3499944.509359518,0.02516569339193007,55.465474788143304,1499891.8489947964,0.04256160620707096,108.10844359887874
2024-03-26,3499944.5092221517,0.022901463940269706,55.46787638456422,1499891.8488021381,0.038694499023067076,108.11250336428103
2024-03-27,3499944.509097203,0.020840888336881344,55.47006190841161,1499891.8486269678,0.035178753962012456,108.11619427969013
2024-03-28,3499944.5089835515,0.01896566301687911,55.472050785265886,1499891.8484676988,0.031982460376136786,108.11954984233519
2024-03-29,3499944.508880176,0.017259123177349386,55.47386070055667,1499891.8483228884,0.02907659567683494,108.12260051741126
2024-03-30,3499944.508786148,0.015706096932830576,55.47550775518919,1499891.848191224,0.026434765170687692,108.12537401218141
2024-03-31,3499944.508700622,0.014292783391298896,55.477006594876386,1499891.8480715128,0.024032985149679862,108.12789550344965
2024-04-01,3499944.508622829,0.01300661885291268,55.4783705521286,1499891.8479626693,0.021849444936167448,108.13018788718831
2024-04-02,3499944.508552002,0.011836226806155535,55.47961177124603,1499891.8478636108,0.019864392455218545,108.13227199801184
2024-04-03,3499944.5084445435,0.010812022734592648,55.480743433352856,1499891.8477133994,0.01811684609803338,108.13416975587774
2024-04-04,3499944.508346465,0.009876389133777978,55.48177714532516,1499891.847576389,0.01652308903628547,108.13590052322493
2024-04-05,3499944.5082569458,0.009021672533933043,55.482721381539854,1499891.8474514163,0.015069583662499416,108.13747900127571
2024-04-06,3499944.508175236,0.008240858370827676,55.48358390516748,1499891.8473374208,0.013743945494438066,108.13891863496902
2024-04-07,3499944.5081006554,0.007527563542086645,55.4843717808876,1499891.8472334375,0.012534926303545508,108.14023163730224
2024-04-08,3499944.5080325804,0.006875947249153414,55.485091472036004,1499891.8471385862,0.011432252552392452,108.14142916239419
2024-04-09,3499944.5079704453,0.006280688153858879,55.48574886646263,1499891.847052066,0.010426582376970743,108.14252135284843
2024-04-10,3499944.507913732,0.00573692164056633,55.48634934623251,1499891.8469731458,0.009509391103972236,108.14351746421846
2024-04-11,3499944.507861968,0.005240198431839147,55.48689783351158,1499891.8469011586,0.008672895700829917,108.14442594701627
2024-04-12,3499944.507814721,0.00478645026048677,55.48739882857182,1499891.8468354945,0.007909992254435144,108.14525451450743
2024-04-13,3499944.5077715977,0.00437196299248637,55.487856439560254,1499891.8467755984,0.007214207116015175,108.1460101957096
2024-04-14,3499944.507732237,0.003993343407704548,55.48827441930432,1499891.8467209635,0.006579636552309238,108.14669940087806
2024-04-15,3499944.507696312,0.003647489034343162,55.48865619876858,1499891.8466711282,0.006000892086795929,108.14732798087213
2024-04-16,3499944.5076635224,0.0033315659158056504,55.489004911704896,1499891.8466256699,0.005473060346124492,108.14790127076198
2024-04-17,3499944.5076335943,0.00304298534618801,55.48932342042399,1499891.8465842046,0.004991661083864497,108.14842413538626
2024-04-18,3499944.507606278,0.0027793827476064415,55.489614339194105,1499891.8465463812,0.004552609145014098,108.14890101063637
2024-04-19,3499944.5075813457,0.0025385981176447277,55.48988005589819,1499891.8465118802,0.004152179315622144,108.14933594160898
2024-04-20,3499944.5075585903,0.002318658827477547,55.49012275108544,1499891.8464804096,0.003786975491156241,108.1497326160733
2024-04-21,3499944.5075378204,0.0021177611676716198,55.4903444184142,1499891.846451703,0.0034538975380270123,108.15009440044489
2024-04-22,3499944.507518864,0.0019342595886362036,55.49054687656922,1499891.8464255184,0.0031501222500284727,108.15042436047061
2024-04-23,3499944.5075015617,0.0017666461290041318,55.49073179204472,1499891.8464016332,0.002873066328448918,108.15072530140456
2024-04-24,3499944.50748577,0.0016135475945390871,55.490900682261966,1499891.846379846,0.0026203818448561193,108.15099977295027
2024-04-25,3499944.5074713565,0.0014737066011693881,55.49105493656443,1499891.8463599724,0.0023899221515016416,108.15125010625826
2024-04-26,3499944.5074582016,0.0013459760891605718,55.4911958222831,1499891.8463418442,0.0021797324342731094,108.15147842418601
2024-04-27,3499944.5074461945,0.0012293090134028995,55.49132449615024,1499891.846325308,0.001988031365960057,108.15168666121343
2024-04-28,3499944.507435236,0.0011227469177053078,55.491442016949655,1499891.8463102244,0.0018131908275090592,108.15187658545985
2024-04-29,3499944.507425234,0.001025416132014158,55.49154934971964,1499891.8462964655,0.0016537293644577648,108.15204980578869
2024-04-30,3499944.5074161054,0.0009365175000268866,55.49164737712534,1499891.8462839152,0.001508293970255726,108.15220779158506
2024-05-01,3499944.5074077733,0.0008553205839234941,55.49173690587062,1499891.846272467,0.0013756499456454214,108.15235188376678
2024-05-02,3499944.5074001695,0.000781159653402004,55.491818671132656,1499891.8462620245,0.001254673958133352,108.15248330232032
2024-05-03,3499944.507393229,0.0007134238676889127,55.491893347430555,1499891.846252499,0.0011443366518051519,108.15260316518109
2024-05-04,3499944.507386894,0.0006515581519694419,55.49196154764594,1499891.84624381,0.0010437044682729728,108.15271248625764
2024-05-05,3499944.5073811123,0.0005950530837148354,55.49202383421922,1499891.8462358841,0.0009519217358350765,108.15281219487782
2024-05-06,3499944.507375836,0.0005434452752459864,55.49208071871862,1499891.8462286545,0.0008682115510049777,108.15290313483189
2024-05-07,3499944.5073710196,0.0004963102148662727,55.49213266976302,1499891.8462220596,0.0007918631790643712,108.15298607805283
2024-05-08,3499944.507366624,0.0004532606803342599,55.49218011477331,1499891.846216044,0.0007222293881813571,108.15306172751123
2024-05-09,3499944.5073626125,0.0004139430681638224,55.49222344403216,1499891.8462105566,0.0006587200681049546,108.15313072414452
2024-05-10,3499944.507358951,0.00037803363447931127,55.49226301484127,1499891.8462055512,0.0006007956966912866,108.15319365395084
2024-05-11,3499944.5073556094,0.000345238123513181,55.49229915192887,1499891.8462009856,0.000547966802997551,108.15325104857315
2024-05-12,3499944.5073525594,0.00031528554360725757,55.492332154335514,1499891.8461968207,0.0004997830701384064,108.15330339713067
2024-05-13,3499944.507349776,0.0002879307434588713,55.492362292559086,1499891.8461930216,0.0004558379924339432,108.15335114116334
2024-05-14,3499944.507347236,0.0002629472952186889,55.49238981642855,1499891.8461895564,0.0004157564190468811,108.15339468815674
2024-05-15,3499944.5073449174,0.0002401307939312605,55.492414951449724,1499891.8461863953,0.0003792004460092983,108.1534344051452
2024-05-16,3499944.507342801,0.00021929239799221907,55.49243790595053,1499891.846183512,0.000345858150161824,108.15347063094468
2024-05-17,3499944.50734087,0.00020026155556510485,55.49245886806242,1499891.8461808816,0.00031544842953316665,108.15350367089765
2024-05-18,3499944.5073391073,0.0001828808848058304,55.49247801138202,1499891.8461784825,0.0002877121188979947,108.15353380651995
2024-05-19,3499944.5073374985,0.0001670080559166924,55.49249549288796,1499891.846176294,0.0002624153196350752,108.15356129188585
2024-05-20,3499944.5073360307,0.00015251178813323343,55.49251145736648,1499891.8461742974,0.00023934248435156615,108.15358636113702
2024-05-21,3499944.5073346905,0.00013927334501462915,55.49252603575646,1499891.8461724764,0.00021829905808483843,108.15360922561507
2024-05-22,3499944.5073334677,0.00012718315969804388,55.492539348880086,1499891.8461708152,0.00019910566102612667,108.15363008017839
2024-05-23,3499944.5073323515,0.00011614255710248739,55.492551505537165,1499891.8461693001,0.0001816011150163546,108.15364909991611
2024-05-24,3499944.507331333,0.00010605970339314749,55.492562606982865,1499891.8461679178,0.00016563546197168502,108.15366644772936
2024-05-25,3499944.507330403,9.68519429685009e-05,55.49257274434265,1499891.846166657,0.00015107404266605822,108.15368226990252
2024-05-26,3499944.5073295548,8.84433741596319e-05,55.49258200129158,1499891.846165507,0.0001377933391960773,108.15369670061794
2024-05-27,3499944.5073287804,8.076405886129597e-05,55.49259045492726,1499891.846164458,0.00012567963713166873,108.15370986340893
2024-05-28,3499944.507328074,7.37515547292929e-05,55.492598174075205,1499891.8461635013,0.00011463169344437096,108.15372186826289
2024-05-29,3499944.507327429,6.73471162150367e-05,55.49260522348727,1499891.8461626281,0.00010455422586287924,108.15373281869131
2024-05-30,3499944.5073268404,6.14988033694753e-05,55.49261166040522,1499891.8461618319,9.536326460032458e-05,108.15374280591854
2024-05-31,3499944.507326303,5.615789638378768e-05,55.49261753852219,1499891.8461611054,8.69800379472674e-05,108.15375191552165
2024-06-01,3499944.507325813,5.1280470653738114e-05,55.49262290624197,1499891.8461604428,7.933367514088793e-05,108.15376022449543
2024-06-02,3499944.5073253657,4.6826551404922483e-05,55.4926278076125,1499891.8461598384,7.235977924529717e-05,108.15376780280229
2024-06-03,3499944.5073249573,4.275909092652157e-05,55.492632283455386,1499891.846159287,6.599870193975201e-05,108.15377471524589
2024-06-04,3499944.5073245848,3.904498132333603e-05,55.492636370246764,1499891.846158784,6.019727359265788e-05,108.15378101959242
2024-06-05,3499944.5073242444,3.5653167272214525e-05,55.49264010220166,1499891.8461583254,5.490561276927543e-05,108.15378677003551
2024-06-06,3499944.507323934,3.2556264407255684e-05,55.49264350948596,1499891.846157907,5.007988189562511e-05,108.15379201420373
2024-06-07,3499944.507323651,2.9728453678210732e-05,55.49264662054192,1499891.8461575252,4.567872729469447e-05,108.15379679702673
2024-06-08,3499944.5073233927,2.7145818919009094e-05,55.49264946171499,1499891.8461571771,4.166386248242612e-05,108.15380116010192
2024-06-09,3499944.5073231566,2.4788042942869167e-05,55.49265205538026,1499891.8461568595,3.800294547143733e-05,108.1538051385697
2024-06-10,3499944.5073229414,2.263502749398446e-05,55.4926544236752,1499891.84615657,3.466387255528846e-05,108.15380876731061
2024-06-11,3499944.507322745,2.066848820243673e-05,55.492656586737894,1499891.8461563056,3.161748371210254e-05,108.1538120780073
2024-06-12,3499944.5073225657,1.8873177430560953e-05,55.49265856135672,1499891.8461560644,2.8839622964036398e-05,108.15381509690688
2024-06-13,3499944.507322402,1.723365721368637e-05,55.492660364533236,1499891.8461558446,2.6305718016954385e-05,108.15381785070775
2024-06-14,3499944.5073222527,1.5736146972071086e-05,55.492662011441936,1499891.846155644,2.399389284419106e-05,108.15382036317932
2024-06-15,3499944.5073221163,1.4368929837277118e-05,55.49266351498181,1499891.846155461,2.1885642692834784e-05,108.15382265442871
2024-06-16,3499944.507321992,1.3120358469991648e-05,55.492664887977185,1499891.846155294,1.9962513687783573e-05,108.15382474450728
2024-06-17,3499944.5073218783,1.1980041743713397e-05,55.492666141867915,1499891.8461551417,1.8208083615568878e-05,108.1538266512592
2024-06-18,3499944.507321775,1.0938943503367392e-05,55.49266728660053,1499891.8461550027,1.660812274407354e-05,108.15382839014674
2024-06-19,3499944.5073216804,9.988238581058565e-06,55.49266833189017,1499891.846154876,1.5148705848506983e-05,108.1538299763011
2024-06-20,3499944.507321594,9.120032141073168e-06,55.492669286426995,1499891.84615476,1.3817402852682342e-05,108.153831423229
2024-06-21,3499944.507321515,8.327425116148018e-06,55.492670157803836,1499891.8461546549,1.2603389673793744e-05,108.15383274269246
2024-06-22,3499944.5073214434,7.603642830275957e-06,55.49267095347755,1499891.8461545585,1.1496008871465831e-05,108.15383394627214
2024-06-23,3499944.507321378,6.942066374079503e-06,55.4926716798454,1499891.8461544719,1.0485048952947556e-05,108.15383504389357
2024-06-24,3499944.5073213223,6.335727713706875e-06,55.49267234222892,1499891.846154397,9.560056502571051e-06,108.15383604381962
2024-06-25,3499944.507321275,5.778729437541356e-06,55.492672946413755,1499891.8461543338,8.711900217518603e-06,108.15383695504194
2024-06-26,3499944.507321238,5.2647924530439555e-06,55.49267349745501,1499891.8461542842,7.931079041331513e-06,108.15383778543587
2024-06-27,3499944.507321209,4.7917016157733485e-06,55.49267399961937,1499891.8461542453,7.213742369245704e-06,108.15383854159931
2024-06-28,3499944.507321185,4.358576166716096e-06,55.49267445676569,1499891.8461542134,6.557910848640864e-06,108.15383922949617
2024-06-29,3499944.507321164,3.963542071340991e-06,55.49267487267928,1499891.8461541855,5.960251035973904e-06,108.15383985502089
2024-06-30,3499944.5073211463,3.6028640832128146e-06,55.4926752508742,1499891.8461541622,5.41510513482719e-06,108.15384042353726
2024-07-01,3499944.5073211314,3.274142688770243e-06,55.49267559462377,1499891.8461541422,4.918657244604734e-06,108.15384094002944
2024-07-02,3499944.5073211165,2.9767168289244427e-06,55.49267590700073,1499891.8461541221,4.469457380865797e-06,108.15384140917004
2024-07-03,3499944.507321102,2.707458623415769e-06,55.492676190761856,1499891.8461541028,4.062817375436608e-06,108.15384183515307
2024-07-04,3499944.507321088,2.463581667591113e-06,55.4926764486631,1499891.846154084,3.6945525302013598e-06,108.1538422221214
2024-07-05,3499944.507321075,2.241923944740304e-06,55.4926766834328,1499891.8461540665,3.3600136343472358e-06,108.15384257414205
2024-07-06,3499944.5073210616,2.041627912236321e-06,55.492676896923356,1499891.8461540488,3.057686427730043e-06,108.15384289406057
2024-07-07,3499944.507321049,1.8596931917736887e-06,55.49267709130443,1499891.8461540323,2.7832040633754324e-06,108.1538431851331
2024-07-08,3499944.5073210387,1.6930153660207e-06,55.49267726855138,1499891.8461540183,2.5320818914460543e-06,108.15384345033574
2024-07-09,3499944.507321029,1.5414079168844075e-06,55.492677430036416,1499891.846154005,2.303820154340333e-06,108.15384369175219
2024-07-10,3499944.50732102,1.4028550231926855e-06,55.4926775771878,1499891.8461539934,2.0954445390408352e-06,108.15384391157332
2024-07-11,3499944.507321013,1.2762868551145382e-06,55.492677711135244,1499891.8461539836,1.9052760295289547e-06,108.15384411156042
2024-07-12,3499944.5073210066,1.1604384434923819e-06,55.4926778332541,1499891.8461539752,1.7314313046698801e-06,108.15384429374198
2024-07-13,3499944.5073210015,1.0547394234362317e-06,55.492677944287045,1499891.8461539682,1.5729593085848229e-06,108.15384445930181
2024-07-14,3499944.507320997,9.586045752920381e-07,55.49267804503455,1499891.846153962,1.4289143552853955e-06,108.1538446094741
2024-07-15,3499944.507320993,8.700854163698154e-07,55.49267813723325,1499891.846153957,1.2964679713110646e-06,108.15384474680118
2024-07-16,3499944.50732099,7.895200261913637e-07,55.492678221039895,1499891.8461539529,1.1759843114419972e-06,108.15384487158242
2024-07-17,3499944.5073209866,7.166990532506053e-07,55.49267829698504,1499891.8461539487,1.0670792319854683e-06,108.15384498463155
2024-07-18,3499944.5073209833,6.515857860818263e-07,55.492678365473175,1499891.8461539443,9.696215377590738e-07,108.1538450865716
2024-07-19,3499944.507320981,5.913866910519688e-07,55.49267842824248,1499891.846153941,8.796465857307879e-07,108.15384517995494
2024-07-20,3499944.507320978,5.369053804450891e-07,55.49267848519869,1499891.8461539375,7.982196292816745e-07,108.153845264665
2024-07-21,3499944.507320976,4.878195156923159e-07,55.49267853676861,1499891.8461539343,7.248474261802226e-07,108.15384534133423
2024-07-22,3499944.5073209736,4.438832171134177e-07,55.492678583300886,1499891.846153931,6.591555166773373e-07,108.15384541047405
2024-07-23,3499944.5073209708,4.0378857084066643e-07,55.4926786257756,1499891.8461539277,5.992173385856055e-07,108.15384547357338
2024-07-24,3499944.5073209684,3.6741833557218705e-07,55.49267866440034,1499891.8461539247,5.448603639821962e-07,108.1538455309249
2024-07-25,3499944.5073209666,3.3445872624656576e-07,55.49267869947467,1499891.846153922,4.956301809512254e-07,108.15384558296358
2024-07-26,3499944.5073209647,3.0453967311459327e-07,55.492678731302846,1499891.8461539194,4.509963417991608e-07,108.15384563013149
2024-07-27,3499944.5073209624,2.7736574315863335e-07,55.492678760315016,1499891.846153917,4.1046248188116974e-07,108.15384567310579
2024-07-28,3499944.507320961,2.526317278772174e-07,55.492678786765985,1499891.8461539147,3.735855010001415e-07,108.15384571226204
2024-07-29,3499944.507320959,2.3005686737070286e-07,55.4926788108573,1499891.8461539126,3.3996778650093916e-07,108.15384574789171
2024-07-30,3499944.507320958,2.0939744434537353e-07,55.492678832782296,1499891.846153911,3.0925435147348125e-07,108.15384578028237
2024-07-31,3499944.507320957,1.9052153216239346e-07,55.492678852796615,1499891.8461539093,2.812179103689702e-07,108.15384580982678
2024-08-01,3499944.507320956,1.7328967015401288e-07,55.49267887107435,1499891.846153908,2.556393019240716e-07,108.15384583679047
2024-08-02,3499944.507320955,1.5755817793940424e-07,55.492678887712,1499891.8461539068,2.3231081048709238e-07,108.15384586131815
2024-08-03,3499944.5073209545,1.4324219668991977e-07,55.49267890280456,1499891.8461539058,2.1109934062625052e-07,108.1538458835565
2024-08-04,3499944.5073209535,1.298189560053449e-07,55.49267891687137,1499891.846153905,1.9124449466335502e-07,108.1538459042606
2024-08-05,3499944.507320953,1.1711127640315333e-07,55.49267893009935,1499891.8461539042,1.7248264763937518e-07,108.153845923707
2024-08-06,3499944.5073209526,1.0534849103135947e-07,55.4926789422842,1499891.8461539038,1.5513435044744403e-07,108.15384594160912
2024-08-07,3499944.5073209526,9.450993306000471e-08,55.49267895346447,1499891.8461539033,1.3916244464687486e-07,108.15384595802814
2024-08-08,3499944.507320952,8.460404986359124e-08,55.492678963652,1499891.8461539028,1.2457250186100804e-07,108.15384597298568
2024-08-09,3499944.507320952,7.566840302108187e-08,55.49267897283188,1499891.8461539026,1.1141282377721128e-07,108.15384598646384
2024-08-10,3499944.5073209517,6.77696683159002e-08,55.492678980962495,1499891.8461539024,9.977444214687948e-08,108.1538459984052
2024-08-11,3499944.5073209517,6.100363573593049e-08,55.4926789879755,1499891.846153902,8.979111878543477e-08,108.15384600871286
2024-08-12,3499944.507320951,5.512141945755078e-08,55.492678994100984,1499891.8461539017,8.11009762134279e-08,108.1538460177233
2024-08-13,3499944.507320951,4.8449278848360237e-08,55.492679000807065,1499891.8461539017,7.129071700586179e-08,108.15384602757312
2024-08-14,3499944.507320951,4.2314704294936135e-08,55.49267900694977,1499891.8461539017,6.227051046046053e-08,108.15384603659894
2024-08-15,3499944.507320951,3.6741923879410475e-08,55.49267901251741,1499891.8461539017,5.40742354829162e-08,108.15384604478366
2024-08-16,3499944.507320951,3.1771106256223755e-08,55.49267901748303,1499891.8461539017,4.6759527074695344e-08,108.1538460520873
2024-08-17,3499944.507320951,2.7458360652125014e-08,55.492679021804385,1499891.8461539017,4.0407776333039056e-08,108.15384605844706
2024-08-18,3499944.507320951,2.3875736866171802e-08,55.49267902542401,1499891.8461539014,3.512413045096288e-08,108.15384606377728
2024-08-19,3499944.5073209507,2.1111225269730183e-08,55.49267902826913,1499891.8461539014,3.103749271725691e-08,108.15384606796944
2024-08-20,3499944.5073209507,1.926875680647475e-08,55.49267903025173,1499891.8461539012,2.830052251648572e-08,108.15384607089219
